ID	DOCULECT	CONCEPT	CONCEPT_IN_SOURCE	CONCEPT_TYPE	FORM	TOKENS	OCCURRENCES	WORD_FORMS	GLOSS_FORMS	PHRASE_EXAMPLE	GLOSS_EXAMPLE	REFERENCES	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	CROSSID
380	Qiang	stone mortar	stone.mortar	lexicon	jankhui	j a/ɑ n kʰ u i	1	jankhui-le:-ŋuəȵi	stone.mortar-DEF:CL-TOP	jankhui-le:-ŋuəȵi buzd-le:-ku-tɑ ɦɑ-nə-kui-tɕu,	stone.mortar-DEF:CL-TOP plank.stairs-DEF:CL-base-LOC DIR-sleep-NAR-PART	217:0:0	6 7 4 1 7 7	AXMBYZ	JANKYI	1	1.J.C 1.A.V 1.N.c 1.K.C 1.Y.V 1.I.V	2.0 1.5 1.1 1.75 1.3 0.8	ja/ɑnkʰui	0	838
371	Qiang	stone pestle	stone.pestle	lexicon	thəl	tʰ ə l	6	thəl-le:-ȵɑ	stone.pestle-DEF:CL-COM	dɑ-qɑ dɑ-qɑ-tu ɦɑlɑ thəl-le:-ȵɑ e-tʂepe-kəi-stu,	DIR-go DIR-go-LNK INT stone.pestle-DEF:CL-COM DIR-encounter-NAR-PART	159:3:0 160:0:0 187:0:0 218:1:0 264:1:0 266:0:0	1 7 5	AXN	TEL	1	1.T.C 1.E.V 1.L.c	2.0 1.5 0.8	tʰəl	0	839
510	Qiang	stone pile	stone.pile	lexicon	qhaʴʁue	qʰ aʴ/ɑ ʁ u e	3	qhaʴʁue-lɑw-ʁɑ	stone.pile-DEF:one:CL-LOC	upu-bəs-te: ɦɑ qhaʴʁue-lɑw-ʁɑ i-pə-k- tu,	uncle-snake-DEF:CL INT stone.pile-DEF:one:CL-LOC DIR-arrive-go- LNK	298:2:0 300:0:0 302:0:0	1 7 5 7 7	AXBYZ	KARYE	1	1.K.C 1.A.V 1.R.C 1.Y.V 1.E.V	2.0 1.5 1.75 1.3 0.8	qʰaʴ/ɑʁue	0	840
880	Qiang	stone slab	†stone.slab	lexicon	ʂəpan	ʂ ə p a/ɑ n	1	ʐɑwɑ-ʂəpan-le:	stone-†stone.slab-DEF:CL	sə-tɕ-kəi-tu ɦɑlɑ ʐɑwɑ-ʂəpan-le: ɦa-que-ji-le: tu-tsu-kəi,	DIR-drink-NAR-LNK INT stone-†stone.slab-DEF:CL DIR-cover-CSM-DEF:CL DIR-encouter-NAR	1020:2:1	3 7 1 7 4	AXBYN	SEPAN	1	1.S.C 1.E.V 1.P.C 1.A.V 1.N.c	2.0 1.5 1.75 1.3 0.8	ʂəpa/ɑn	0	841
881	Qiang	stone slab	stone.slab	lexicon	ʂəpɑn	ʂ ə p ɑ n	2	ʂəpɑn-le:	stone.slab-DEF:CL	ɦɑlɑ ʂəpɑn-le: ɕa-la: tə-qe-kəi-tu.	INT stone.slab-DEF:CL small-DEF:CL DIR-lift-NAR-LNK	1029:1:0 1043:0:0	3 7 1 7 4	AXBYN	SEPAN	1	1.S.C 1.E.V 1.P.C 1.A.V 1.N.c	2.0 1.5 1.75 1.3 0.8	ʂəpɑn	0	841
866	Qiang	stop	stop	lexicon	χə	χ ə	2	a-χə-ȵi	DIR-stop-LNK	quəquɑ a-χə-ȵi dɑ-qə-kəi-hɑ.	fight DIR-stop-LNK DIR-go-NAR-PART	978:1:1 1009:2:1	3 7	AX	GE	1	1.G.C 1.E.V	2.0 1.5	χə	0	842
867	Qiang	stop	stop	lexicon	tɕ	tɕ	1	ə-tɕ-kəi,	DIR-stop-NAR	ɦo-ʂu kə ɦɑ-thə tə-bəl-ȵiɑntɕi gɑntsə χuɑ-m ɦɑlə ə-tɕ-kəi,	DIR-wash.clean thus INT-there DIR-make-after saddle sell-NOM there DIR-stop-NAR	1079:7:1	2	A	C	1	1.C.C	2.0	tɕ	1	843
552	Qiang	story	story	lexicon	məʴʂ	m əʴ/ə ʂ	1	məʴʂ	story	lɑn-thə-m ke: məʴʂ qe:ʴ-qe:ʴ ŋuə-tu,	lazy-AUX-NOM INDEF:CL story before-before COP-LNK	363:2:0	4 7 3	AXN	MES	1	1.M.C 1.E.V 1.S.c	2.0 1.5 0.8	məʴ/əʂ	0	844
786	Qiang	strangle(n )	strangle(n.)	lexicon	gəz	g ə z	2	gəz	strangle(n.)	jɑutsan-le:-ŋuəȵi gəz nə-qəti-kui.	man.eating.demon-DEF:CL-TOP strangle(n.) DIR-kill-NAR	809:1:0 810:0:0	1 7 3	AXN	KES	1	1.K.C 1.E.V 1.S.c	2.0 1.5 0.8	gəz	0	845
746	Qiang	street edge	†street.edge	lexicon	kaijuɑn	k a/ɑ i j u ɑ n	2	kaijuɑn-ʁɑ	†street.edge-LOC	ʁəʴ-tɑ-ŋuəȵi kaijuɑn-ʁɑ ʂpə me-we-m me-ʐi,	Han.person-DAT-TOP †street.edge-LOC bamboo NEG-exist-NOM NEG-exist	724:1:0 726:0:0	1 7 7 6 7 7 4	AXYBYYN	KAIJYAN	1	1.K.C 1.A.V 1.I.V 1.J.C 1.Y.V 1.A.V 1.N.c	2.0 1.5 1.3 1.75 1.3 1.3 0.8	ka/ɑijuɑn	0	846
840	Qiang	study	study	lexicon	su	s u	4	ɑ:-su-k-wɑ.	DIR:INDTV-study-go-DTV	ɕtɕə-p le-ȵi ləɣz ɑ:-su-k-wɑ.	seven-years exist-ADV book DIR:INDTV-study-go-DTV	899:3:1 908:2:1 928:4:1 1122:5:1	3 7	AX	SY	1	1.S.C 1.Y.V	2.0 1.5	su	1	847
546	Qiang	suck	suck	lexicon	tʂhe107	ʈʂʰ e	1	tʂhe107-kəi-stũ.	suck-NAR-PART	tɕiquɑ-lɑ upu-bəs-lɑ-hɑ-ŋuəȵi ɕi tʂhe107-kəi-stũ.	inside-LOC uncle-snake-DEF:one-pl-TOP wine suck-NAR-PART	360:3:0	2 7	AX	CE	1	1.C.C 1.E.V	2.0 1.5	ʈʂʰe	0	848
8	Qiang	sun	sun	lexicon	mujuqů	m u j u q u �	1	mujuqů	sun	mutu-lɑ mujuqů ʐguə-zi we-i,	heaven-LOC sun nine-CL exist-HS	2:1:0	4 7 6 7 1 7 0	AXBYBYN	MYJYKY0	1	1.M.C 1.Y.V 1.J.C 1.Y.V 1.K.C 1.Y.V 1.0.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	mujuqu�	0	849
753	Qiang	support	support	lexicon	tʂhe	ʈʂʰ e	1	tə-tʂhe-le:	DIR-support-DEF:CL	ɦɑ-thɑ genkuo-le:-ŋuəȵi ɣzəifɑ qə-tɑ-ŋuəȵi xʂul lou tə-χʂə-ȵi wet lou ɦɑ-ke tə-tʂhe-le: we-kui-wɑ,	INT-there parrot-DEF:CL-TOP wing top-LOC-TOP rope DEF:one:CL DIR-tie-ADV stick DEF:one:CL INT-thus DIR-support-DEF:CL exist-NAR-EMPH	729:10:1	2 7	AX	CE	1	1.C.C 1.E.V	2.0 1.5	ʈʂʰe	1	850
870	Qiang	sword and bow	sword.and.bow	lexicon	kuɑntɑusəje	k u ɑ n t ɑ u s ə j e	6	kuɑntɑusəje,	sword.and.bow	ɦɑ-tu “the: maha-ŋuəȵi tshəntɕɑ qɑpɑ ȵɑ tshəntitɕhin-tɕə kuɑntɑusəje,	INT-RESULT 3sg night-TOP Chen.family old.man COM Chen.Diqing-GEN sword.and.bow	982:7:0 995:0:0 1022:4:0 1045:1:0 1062:0:0 1097:6:0	1 7 7 4 1 7 7 3 7 6 7	AXYMBYYBYBZ	KYANTAYSEJE	1	1.K.C 1.Y.V 1.A.V 1.N.c 1.T.C 1.A.V 1.Y.V 1.S.C 1.E.V 1.J.C 1.E.V	2.0 1.5 1.3 1.1 1.75 1.3 1.3 1.75 1.3 1.75 0.8	kuɑntɑusəje	0	851
821	Qiang	sworn brother	sworn.brother	lexicon	lokun	l o k u n	3	lokun	sworn.brother	lokun lokun phənjəu ɦe-se ŋuə.	sworn.brother sworn.brother friend DIR-make(friends) COP	868:0:0 868:1:0 869:3:0	5 7 1 7 4	AXBYN	LUKYN	1	1.L.C 1.U.V 1.K.C 1.Y.V 1.N.c	2.0 1.5 1.75 1.3 0.8	lokun	0	852
685	Qiang	take	take	lexicon	kue	k u e	2	he-kue-ȵi,	DIR-take-ADV	ɦɑ-tsoqpi-wu phə he-kue-ȵi,	INT-this:family-AGT message DIR-take-ADV	570:2:1 571:1:1	1 7 7	AXZ	KYE	1	1.K.C 1.Y.V 1.E.V	2.0 1.5 0.8	kue	0	853
829	Qiang	take back)	†(take.back)	lexicon	lɑχuilai	l ɑ χ u i l a/ɑ i	1	lɑχuilai	†(take.back)	ɦɑ-tu thɑ-hɑn afəʴali mɑ-tʂhə-tɕ lɑχuilai χu.	INT-RESULT that:one-kind †(least.amount) NEG-lack-GEN †(take.back) goods	877:4:0	5 7 3 7 7 5 7 7	AXBYYBYZ	LAGYILAI	1	1.L.C 1.A.V 1.G.C 1.Y.V 1.I.V 1.L.C 1.A.V 1.I.V	2.0 1.5 1.75 1.3 1.3 1.75 1.3 0.8	lɑχuila/ɑi	0	854
893	Qiang	take out	take.out	lexicon	xtʂe	x ʈʂ e	3	tə-xtʂe-kəi,	DIR-take.out-NAR	ɦɑ-tu tə-xtʂe-kəi,	INT-RESULT DIR-take.out-NAR	1046:1:1 1047:0:1 1069:10:1	3 2 7	ACZ	GCE	1	1.G.C 1.C.C 1.E.V	2.0 1.5 0.8	xʈʂe	0	855
924	Qiang	talk	talk	lexicon	ʐ	ʐ	4	ʂku-ʐ	orangutan-talk	ʂku-ʐ pu-jy,123 ɦɑ-tsəi ʂku-ʐ ɦo-pu-ȵi,	orangutan-talk do-ASP INT-this.manner orangutan-talk DIR-do-ADV	1113:0:1 1113:3:1 1121:0:1 1128:1:1	3	A	S	1	1.S.C	2.0	ʐ	1	856
850	Qiang	ten	ten	lexicon	hodʑy	h o dʑ y	1	hodʑy-p	ten-year	hodʑy-p le-ȵi qɑ ta:-meʴʐ-lə-wɑ,”	ten-year exist-ADV 1sg DIR:INDTV-seek-come-DTV	929:0:0	3 7 2 7	AXBZ	HUCY	1	1.H.C 1.U.V 1.C.C 1.Y.V	2.0 1.5 1.75 0.8	hodʑy	0	857
851	Qiang	ten	ten	lexicon	hotɕu	h o tɕ u	1	hotɕu-p	ten-year	likhemu-ŋuəȵi hotɕu-p le-ȵi qɑ ta:-meʴʐ-lə-wɑ,	Likhemu-TOP ten-year exist-ADV 1sg DIR:INDTV-seek-come-DTV	1125:1:0	3 7 2 7	AXBZ	HUCY	1	1.H.C 1.U.V 1.C.C 1.Y.V	2.0 1.5 1.75 0.8	hotɕu	0	857
620	Qiang	tether	tether	lexicon	ʑdʑy	ʑ dʑ y	7	ɦɑ-ʑdʑy-ȵi	DIR-tether-ADV	ʐbə-ŋuəȵi xsə-zi zə-p-ȵi tɕaʁa-lɑ ɦɑ-ʑdʑy-ȵi ʐi-ʐə-kui-tɕu.	yak-TOP three-CL DIR-buy-ADV cowpen-LOC DIR-tether-ADV exist-CAUS-NAR-PART	460:4:1 461:2:1 464:5:1 465:2:1 483:3:1 483:6:1 533:5:1	3 2 7	ACZ	SCY	1	1.S.C 1.C.C 1.Y.V	2.0 1.5 0.8	ʑdʑy	1	858
354	Qiang	that	that	lexicon	the	tʰ e	12	ɦɑ-the-wu	INT-that-ABL	ɦɑ-the-wu χaiʂə ɦe-zei ɦe-zei-ȵi dɑ-qə-jə ɦe-zei ɦe-zei-ȵi dɑ-qə-jə-kəi-tu,	INT-that-ABL †(still.is) DIR-cry DIR-cry-ADV DIR-go-REP DIR-cry DIR-cry-ADV DIR-go-REP-NAR-LNK	99:0:1 206:1:0 539:0:1 623:0:1 691:6:0 746:0:1 1067:0:0 1069:12:0 1108:1:1 1123:0:0 1179:0:0 1216:0:1	1 7	AX	TE	1	1.T.C 1.E.V	2.0 1.5	tʰe	1	859
355	Qiang	that	that	lexicon	thɑ	tʰ ɑ	1	ɦɑ-thɑ	INT-that	ɦɑ-tsu tse-xʂepi ʐmətʂi jin do-ɣʐu-m-le:-wu ɦɑ-thɑ the-xʂepi-ʁɑ khuə-ŋuəȵi thɑ dɑ-l-ʐə-kui,	INT-here this-side emperor monk’s.robe DIR-lose-NOM-DEF:CL-AGT INT-that that-side-LOC dog-TOP there DIR-look-CAUS-NAR	691:5:1	1 7	AX	TA	1	1.T.C 1.A.V	2.0 1.5	tʰɑ	0	859
356	Qiang	that	that	lexicon	thə	tʰ ə	1	ɦɑ-thə-ŋuəȵi	DIR-that-TOP	ɦɑ-thə-ŋuəȵi ʂətɕiɑn-ŋuəȵi ɕtɕə-s-ŋuəȵi,	DIR-that-TOP †time-TOP seven-day-TOP	705:0:1	1 7	AX	TE	1	1.T.C 1.E.V	2.0 1.5	tʰə	0	859
357	Qiang	that	that	lexicon	ɦɑlɑ	ɦ ɑ l ɑ	1	ɦɑlɑ-ŋuəȵi,	that-TOP	ɦɑlɑ-ŋuəȵi,	that-TOP	1160:0:0	3 7 5 7	AXBZ	HALA	1	1.H.C 1.A.V 1.L.C 1.A.V	2.0 1.5 1.75 0.8	ɦɑlɑ	0	862
669	Qiang	that // family	that:family	lexicon	thoqpi	tʰ o q p i	1	thoqpi-ŋuəȵi	that:family-TOP	thoqpi-ŋuəȵi hɑ-qə-ȵi ȵi:-tɕ ɦɑlɑ gueʴ-ȵɑ thɑ-hɑn he-ɕi-ȵi tə-meʴʐ-s-tɑ,	that:family-TOP DIR-go-ADV 3sgREFL-GEN INT army-COM that:one-kind DIR-put-ADV DIR-seek-NOM-LOC	546:0:0	1 7 1 1 7	AXMBZ	TUKPI	1	1.T.C 1.U.V 1.K.c 1.P.C 1.I.V	2.0 1.5 1.1 1.75 0.8	tʰoqpi	0	863
393	Qiang	that // one	that:one	lexicon	thɑ	tʰ ɑ	25	thɑ-χsɑ	that:one-few	thɑ-χsɑ i-pə-l-ku-tu,	that:one-few DIR-arrive-come-NAR-LNK	196:0:0 232:0:0 303:0:1 332:0:1 408:1:1 462:0:0 484:1:0 546:5:0 692:0:1 722:0:0 772:1:0 852:0:1 855:1:0 873:2:0 876:3:0 877:1:0 896:1:0 972:6:0 1018:0:0 1026:0:0 1155:2:0 1193:2:0 1197:1:0 1209:5:0 1253:1:0	1 7	AX	TA	1	1.T.C 1.A.V	2.0 1.5	tʰɑ	1	864
394	Qiang	that // one	that:one:CL	lexicon	thou	tʰ o u	1	thou	that:one:CL	thou tə-χsɑ mɑ-ɣʐə-kəi-ʂə,	that:one:CL DIR-understand NEG-able-NAR-LNK	313:0:0	1 7 7	AXZ	TUY	1	1.T.C 1.U.V 1.Y.V	2.0 1.5 0.8	tʰou	0	864
556	Qiang	that is)	†(that.is)	lexicon	tɕiuʂə	tɕ i u ʂ ə	3	tɕiuʂə,	†(that.is)	sawu-le:-tɕ-te:-ŋuəȵi tɕiuʂə,	older.sister-DEF:CL-GEN-DEF:CL-TOP †(that.is)	366:1:0 556:0:0 1177:3:0	2 7 7 3 7	AXYBZ	CIYSE	1	1.C.C 1.I.V 1.Y.V 1.S.C 1.E.V	2.0 1.5 1.3 1.75 0.8	tɕiuʂə	0	865
672	Qiang	then	then	lexicon	tɕiəu	tɕ i ə u	1	minjy-tɕiəu-kɑulɑ.	†(reputation-then-higher)	satʂů-le: tʂi-le:-ŋuəȵi minjy-tɕiəu-kɑulɑ.	younger.sister-DEF:CL son-DEF:CL-TOP †(reputation-then-higher)	551:2:1	2 7 7 7	AXYZ	CIEY	1	1.C.C 1.I.V 1.E.V 1.Y.V	2.0 1.5 1.3 0.8	tɕiəu	0	866
673	Qiang	then	†(then	lexicon	tɕiu	tɕ i u	1	tɕiu	†(then	tse:-tɕ-ʁɑ112 tɕiu tɕaitɕyelɑ.	this:CL-GEN-LOC †(then solved)	554:1:0	2 7 7	AXZ	CIY	1	1.C.C 1.I.V 1.Y.V	2.0 1.5 0.8	tɕiu	1	866
411	Qiang	then)	†(then)	lexicon	tɕiu	tɕ i u	7	tɕiu	†(then)	tu the-maha-ŋuəȵi tɕiu ʂəʂe:ʴwu ȵiɑntɕi gɑnphai-tu-pů-kəi-stu,	RESULT that-night-TOP †(then) exist:REDUP:all together arrange-DIR-do-NAR-PART	206:2:0 381:2:0 390:2:0 1225:1:0 1226:2:0 1229:2:0 1241:3:0	2 7 7	AXZ	CIY	1	1.C.C 1.I.V 1.Y.V	2.0 1.5 0.8	tɕiu	1	867
425	Qiang	there	there	lexicon	thɑ	tʰ ɑ	38	thɑ	there	qusɑp-tou-ŋuəȵi ɦɑlɑ kɑpətʂ-tou-pienɑ-lɑ nəʂ-te:-pienɑ thɑ ɦɑ-nə-kəi,	scissors-DEF:one:CL-TOP INT orphan-DEF:one:CL-beside-LOC bed-DEF:CL-beside there DIR-sleep-NAR	212:4:0 224:1:0 250:1:0 301:6:0 389:1:1 408:0:1 524:3:1 528:8:1 542:0:1 543:1:0 547:1:0 556:2:1 559:1:1 609:1:1 609:6:1 615:2:1 635:0:1 666:0:1 679:0:1 691:8:0 695:5:0 711:0:1 729:0:1 737:3:0 774:3:1 786:3:1 934:0:1 996:1:1 1025:0:1 1044:0:1 1070:0:0 1072:2:0 1073:4:1 1173:3:1 1174:0:1 1199:0:1 1200:0:1 1266:1:1	1 7	AX	TA	1	1.T.C 1.A.V	2.0 1.5	tʰɑ	1	868
426	Qiang	there	there	lexicon	thu	tʰ u	10	ɦɑ-thu	INT-there	ɦɑ-thu tsi-lou-ŋuəȵi ɦɑ ʁuɑχɑ-lɑ ɦe-zei ɦe-zei-ȵi thɑ ʐi-kəi-stũ,	INT-there girl-DEF:one:CL-TOP INT courtyard-LOC DIR-cry DIR-cry-ADV there exist-NAR-PART	301:0:1 488:0:1 489:0:1 625:8:1 667:0:1 748:0:1 769:0:1 921:1:0 977:0:1 1183:0:1	1 7	AX	TY	1	1.T.C 1.Y.V	2.0 1.5	tʰu	0	868
427	Qiang	there	there	lexicon	ɦɑlɑ	ɦ ɑ l ɑ	20	ɦɑlɑ	there	ɦɑlɑ tɕe-zei-kəi-stũ.	there CON-cry-NAR-PART	323:0:0 533:2:0 615:6:0 622:0:0 734:0:0 886:1:0 888:0:0 1006:0:0 1045:3:0 1056:0:0 1058:0:0 1071:2:0 1076:3:0 1081:3:0 1102:2:0 1105:0:0 1112:2:0 1151:2:0 1237:0:0 1243:0:0	3 7 5 7	AXBZ	HALA	1	1.H.C 1.A.V 1.L.C 1.A.V	2.0 1.5 1.75 0.8	ɦɑlɑ	1	870
428	Qiang	there	there	lexicon	ɦɑlə	ɦ ɑ l ə	10	ɦɑlə	there	ɦɑlə ʐi ɦɑlə ʐi-wɑ,	there exist there exist-EMPH	532:0:0 532:2:0 616:0:0 625:5:0 863:0:0 884:0:0 1050:0:0 1061:0:0 1079:6:0 1115:1:0	3 7 5 7	AXBZ	HALE	1	1.H.C 1.A.V 1.L.C 1.E.V	2.0 1.5 1.75 0.8	ɦɑlə	0	870
429	Qiang	there	there	lexicon	thə	tʰ ə	2	ɦɑ-thə	INT-there	ɦɑ-thə ə-lɑ-kəi-tu,	INT-there DIR-come-NAR-LNK	922:0:1 1079:2:1	1 7	AX	TE	1	1.T.C 1.E.V	2.0 1.5	tʰə	1	868
929	Qiang	these people	these.people	lexicon	tsəzzi	ts ə dz i	1	tsəzzi-ŋuəȵi	these.people-TOP	likhemu tsəzzi-ŋuəȵi ɦɑlɑ jɑutsan dʑemi wutɕupu-le:-ŋuəȵi,	Likhemu these.people-TOP there man.eating.demon Dʑemi husband-DEF:CL-TOP	1151:1:0	2 7 2 7	AXBZ	CECI	1	1.C.C 1.E.V 1.C.C 1.I.V	2.0 1.5 1.75 0.8	tsədzi	0	871
667	Qiang	thief	thief	lexicon	ʂku	ʂ k u	2	ʂku-wu	thief-AGT	ʂku-wu tə-χquɑtʂ-ȵi ɦɑlɑ tuŋtuŋ ʐo:pɑ ɦɑ-ʑdʑy-ȵi ʐi-ʐ.	thief-AGT DIR-steal-ADV there cliff.cave cave DIR-tether-ADV exist-CAUS	533:0:0 541:0:0	3 1 7	ACZ	SKY	1	1.S.C 1.K.C 1.Y.V	2.0 1.5 0.8	ʂku	1	872
610	Qiang	thing	thing	lexicon	ʐə	ʐ ə	1	ʐə	thing	ʐə hɑ-sɑ,”	thing DIR-make.sound	453:0:0	3 7	AX	SE	1	1.S.C 1.E.V	2.0 1.5	ʐə	1	873
611	Qiang	thing	thing	lexicon	ʐɑ	ʐ ɑ	2	ʐɑ	thing	ʐɑ hɑ-sɑ,115 tse: puȵu-le:-wu qɑ-tɕ ʐɑ hɑ-sɑ,	thing DIR-make.sound this:CL cat-DEF:CL-AGT 1sg-GEN thing DIR-make.sound	618:0:0 618:5:0	3 7	AX	SA	1	1.S.C 1.A.V	2.0 1.5	ʐɑ	1	873
612	Qiang	thing	thing	lexicon	pɑnɑ	p ɑ n ɑ	2	pɑnɑ	thing	pɑnɑ quəqua-s pɑnɑ,	thing fight-NOM thing	1023:0:0 1023:2:0	1 7 4 7	AXBZ	PANA	1	1.P.C 1.A.V 1.N.C 1.A.V	2.0 1.5 1.75 0.8	pɑnɑ	0	875
613	Qiang	thing	thing	lexicon	pɑnə	p ɑ n ə	1	pɑnə	thing	ɦɑ-thɑ tshəntɕɑ qɑpə ȵɑ tshəntitɕhin-wu pɑnə tə-ʂuə-jə,	INT-there Chen.family old.man COM Chen.Diqing-AGT thing DIR-hide-CSM	1044:5:0	1 7 4 7	AXBZ	PANE	1	1.P.C 1.A.V 1.N.C 1.E.V	2.0 1.5 1.75 0.8	pɑnə	0	875
706	Qiang	thing)	thing)	lexicon	sə	s ə	1	sə,”	thing)	tʂekə pefutsə məʴ ke guo zuo χɑu sə,”	†(this white.beard cat give 1sg do good thing)	613:7:0	3 7	AX	SE	1	1.S.C 1.E.V	2.0 1.5	sə	1	876
972	Qiang	think	think	lexicon	ʐbotɕu	ʐ b o tɕ u	2	ʐbotɕu-kəi,	think-NAR	ɦɑ-ke ʐbotɕu-kəi,	INT-thus think-NAR	1256:1:0 1258:2:0	3 1 7 2 7	ACYBZ	SPUCY	1	1.S.C 1.P.C 1.U.V 1.C.C 1.Y.V	2.0 1.5 1.3 1.75 0.8	ʐbotɕu	0	877
298	Qiang	think/want	think/want	lexicon	kɑntɕhi	k ɑ n tɕʰ i	8	kɑntɕhi-kui-tɕu,	think/want-NAR-PART	tu ɦɑlɑ ʂkup-le:-ŋuəȵi ɦɑ-tsu kɑpətʂ tou dzə kɑntɕhi-kui-tɕu,	RESULT INT orangutan-DEF:CL-TOP INT-here orphan DEF:one:CL eat think/want-NAR-PART	60:7:0 231:2:0 238:2:0 239:2:0 248:2:0 249:2:0 256:5:0 257:3:0	1 7 4 2 7	AXMBZ	KANCI	1	1.K.C 1.A.V 1.N.c 1.C.C 1.I.V	2.0 1.5 1.1 1.75 0.8	kɑntɕʰi	0	878
299	Qiang	think/want	think/want	lexicon	kɑntɕi:	k ɑ n tɕ iː	1	kɑntɕi:-tu,	think/want-LNK	kɑpətʂ lou dzə kɑntɕi:-tu,	orphan DEF:one:CL eat think/want-LNK	61:3:0	1 7 4 2 7	AXMBZ	KANCI	1	1.K.C 1.A.V 1.N.c 1.C.C 1.I.V	2.0 1.5 1.1 1.75 0.8	kɑntɕiː	0	878
876	Qiang	thirsty	thirsty	lexicon	ɕpi	ɕ p i	2	ɦe-ɕpi-kei,	DIR-thirsty-NAR	tsə ɦe-ɕpi-kei,	water DIR-thirsty-NAR	1000:1:1 1002:2:1	3 1 7	ACZ	SPI	1	1.S.C 1.P.C 1.I.V	2.0 1.5 0.8	ɕpi	0	879
404	Qiang	this	this:CL	lexicon	tse:	ts eː	36	tse:	this:CL	tɕile pəmaha tse: qəta:-wa,”	2pl tonight this:CL beat.to.death:PRS-EMPH	202:2:0 294:7:0 394:0:0 475:1:0 482:0:1 524:1:0 524:2:1 549:0:0 554:0:0 559:0:1 564:0:1 567:2:1 568:0:1 574:0:0 575:0:1 576:0:2 581:1:0 618:2:0 646:0:0 669:0:1 674:1:0 674:6:0 682:3:1 703:1:0 710:2:0 738:1:0 765:3:1 774:0:1 842:0:0 852:6:0 873:0:0 1065:0:1 1105:5:1 1154:2:0 1209:0:1 1210:0:1	2 7	AX	CE	1	1.C.C 1.E.V	2.0 1.5	tseː	0	880
405	Qiang	this	this	lexicon	tsə	ts ə	5	ɦɑ-tsə	INT-this	ɦɑ-tsə ʐmətʂi-le:-tɑ-ŋuəȵi sə-dzi-ku-wɑ,	INT-this emperor-DEF:CL-DAT-TOP DIR-eat-NAR-EMPH	590:0:1 706:1:0 760:3:1 765:0:1 953:1:1	2 7	AX	CE	1	1.C.C 1.E.V	2.0 1.5	tsə	1	880
406	Qiang	this	this	lexicon	tse	ts e	3	mi-tse-ze-ŋuəȵi,	person-this-CL-TOP	ɦɑ-tu tʂekəʐənla mi-tse-ze-ŋuəȵi,	INT-RESULT †(this.person) person-this-CL-TOP	610:2:1 691:1:0 1249:2:0	2 7	AX	CE	1	1.C.C 1.E.V	2.0 1.5	tse	1	880
407	Qiang	this	†(this	lexicon	tʂekə	ʈʂ e k ə	1	tʂekə	†(this	tʂekə pefutsə məʴ ke guo zuo χɑu sə,”	†(this white.beard cat give 1sg do good thing)	613:0:0	2 7 1 7	AXBZ	CEKE	1	1.C.C 1.E.V 1.K.C 1.E.V	2.0 1.5 1.75 0.8	ʈʂekə	0	880
408	Qiang	this	this	lexicon	tsɑ	ts ɑ	1	ɦɑ-tsɑ	INT-this	χaiʂə ɦɑ-tsɑ ʐmətʂi louqpi-wu meʴʐə-kui-wɑ.	†(still.is) INT-this emperor DEF:one:family-AGT seek-NAR-EMPH	889:1:1	2 7	AX	CA	1	1.C.C 1.A.V	2.0 1.5	tsɑ	1	880
668	Qiang	this // family	this:family	lexicon	tsoqpi	ts o q p i	13	tsoqpi	this:family	ɦɑ-tu tsoqpi phɑwu-le: tɕymi-le:,	INT-RESULT this:family older.sister-DEF:CL child-DEF:CL	545:1:0 570:0:1 573:0:0 573:4:0 851:3:0 853:0:1 858:1:0 890:1:0 1105:3:1 1226:3:0 1248:1:0 1251:3:0 1255:2:0	2 7 1 1 7	AXMBZ	CUKPI	1	1.C.C 1.U.V 1.K.c 1.P.C 1.I.V	2.0 1.5 1.1 1.75 0.8	tsoqpi	0	881
420	Qiang	this // manner	this:manner	lexicon	tsəi	ts ə i	1	ɦɑ-tsəi	INT-this:manner	ɦɑ-tsəi gɑnphai-tu-pů-kəi-tɕu.	INT-this:manner arrange-DIR-do-NAR-PART	210:0:1	2 7 7	AXZ	CEI	1	1.C.C 1.E.V 1.I.V	2.0 1.5 0.8	tsəi	1	882
369	Qiang	this // one	this:one	lexicon	tsɑ	ts ɑ	20	ɦɑ-tsɑ-tɑu	INT-this:one-time	ɦɑ-tsɑ-tɑu ŋuə-tu,	INT-this:one-time COP-LNK	157:0:1 178:1:0 179:2:1 182:0:0 189:0:0 199:1:0 243:1:0 253:0:1 356:1:0 456:1:1 548:0:1 553:0:1 572:0:1 628:0:1 654:0:1 671:0:1 673:0:0 738:0:0 748:2:1 856:0:1	2 7	AX	CA	1	1.C.C 1.A.V	2.0 1.5	tsɑ	1	883
370	Qiang	this // one	this:one:CL	lexicon	tsou	ts o u	2	tsou	this:one:CL	tsou tɕymi-lou-tɑ zə-lɑ-kui-tu,	this:one:CL child-DEF:one:CL-DAT DIR-come-NAR-LNK	221:0:0 663:0:1	2 7 7	AXZ	CUY	1	1.C.C 1.U.V 1.Y.V	2.0 1.5 0.8	tsou	0	883
